Solicitud de pedido;Descripción Material;Descripción Servicio;MES;Moneda;Texto Solicitud Pedido;Nombre área solicitante;Fecha Lib. Solped;Denominación GrpComp;Valor total Pedido
1000023388;Estacion de café con aromatica y azucar;SERVICIO MESERO;marzo;COP; Refrigerio jorna de bienvenida para estudiantes ciclo II 2026. Proveedor Grupo Promo;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;25/03/2026;ALIMENTACION Y REF;1.619.400,00
1000023373;RENOVACION ESPACIO GITLAB;LICENCIAS Y SOFTWARE;marzo;USD; ESPACIO GITLAB Supervisor: Diego Rivera Proveedor: GitLab Valor de la compra: USD 120 Exento de IVA Forma de pago: Tarjeta de c;SISTEMAS DE INFORMACIÓN;26/03/2026;LICENCIAS Y SUBSCR;120
1000023394;Renovación licencia Linkedln;LICENCIAS Y SOFTWARE;marzo;COP; Renovación Linkedln;SELECCIÓN DEL TALENTO Y CALIDAD DE VIDA;16/04/2026;LICENCIAS Y SUBSCR;60.708.560,00
1000023359;POLIZA SERIEDAD DIAN;SEGUROS POLIZAS CUMPLIMIENTO;marzo;COP; Solicitud Póliza de Seriedad // Licitación DIAN LP-00-001-2026;DIRECCIÓN DE EXTENSIÓN COMERCIAL;20/03/2026;SEGUROS;538.800,00
1000023379;POLIZA CONVENIO CAR;CUMPLIMIENTO;marzo;COP;;DIRECCIÓN DE EXTENSIÓN COMERCIAL;20/03/2026;SEGUROS;119.286,00
1000023400;Renovación área protegida;;marzo;COP; Área protegida Proveedor: COOMEVA;SISTEMA DE GESTIÓN DE LA SEGURIDAD Y SALUD EN EL TRABAJO;24/04/2026;SEGUROS;30.027.230,00
1000023368;BUS - VEREDA QUIPILE 21 MARZO;PASAJES TERRESTRES;marzo;COP; EVENTO: SALIDA ACADÉMICA -  QUIPILE VEREDA BERLIN FECHA: 21 de marzo de 2026 PERSONA A CARGO: DIEGO RIAÑO;FACULTAD DE INGENIERÍA;20/03/2026;VIAJES;1.400.000,00
1300003131;Ibis alojamiento;ALOJAMIENTO;marzo;COP; Zeppelin Cotización MZP551 Hotel Ibis y GHL 13, 19, 20, 21 marzo Alacaldía de Barranquilla;CONSULTORÍA ESPECIALIZADA;20/04/2026;VIAJES;13.916.709,00
1000023367;MEMBRESIAS C2 2026 - LIVEHAPPY;ACTIV CULTURALES CIVICAS Y DEPORTIVAS;marzo;COP; MOTIVO: Membresias Live Happy para la unidad de estudio HFPF0029C201 - LIM CERROS Y SENDERISMO EN BOGOTA C2G1 PROVEEDOR: Live H;FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;30/03/2026;SERVICIOS PROFESIO;3.213.000,00
1000023372;Factura Godoy Cordoba FEV180111;HONORARIOS ASESORIA JURIDICA;marzo;COP; Honorarios correspondientes al mes de Febrero - Laboral - excedente;SELECCIÓN DEL TALENTO Y CALIDAD DE VIDA;24/03/2026;SERVICIOS PROFESIO;474.310,00
1000023374;Factura Godoy Cordoba  FEV180112;HONORARIOS ASESORIA JURIDICA;marzo;COP; Honorarios correspondientes al mes de Marzo.;SELECCIÓN DEL TALENTO Y CALIDAD DE VIDA;24/03/2026;SERVICIOS PROFESIO;7.588.963,00
1000023389;Taller DM - San Miguel de Sema  - Ubatte;PASAJES TERRESTRES;marzo;COP; Bogotá, 18 Marzo 2026 Señores UNIVERSIDAD EAN MAURICIO AVILA SANCHEZ Cordial Saludo. Dando respuesta a su solicitud y agradec;CONTRATACIÓN PÚBLICA;27/03/2026;TRANSPORTE ;1.200.000,00
1000023395;SERVICIO TRANSPORTE MIEMBROS SALA GENERA;PASAJES TERRESTRES;marzo;COP; SEGUN CUENTA DECOBRO No.70 SERVICIO DE TRANSPORTE PARA LOS MIEMBROS DE LA SALA GENERAL Y FUNDADORES, ESTADIA COLOMBIA.;SALA GENERAL;25/03/2026;TRANSPORTE ;10.275.000,00
1000023410;PAGO PROMOTORES;PROMOCION DIVULGACION;marzo;COP; REPORTE PAGO PROMOTORES ENERO - FEBRERO 2026;PREGRADO;27/04/2026;INSTITUCIONALES ;573.803,00
1000023396;LIBROS Y MATERIAL BIBLIOGRAFICO;;marzo;COP; 9 LIBROS INGLES INTERMEDIO, CON EL PROVEEDOR WISDOM S.A.S PARA PROMOCIÓN 2026 COHORTE 1 DEL CURSO DE INGLES INTERMDEDIO DE EDU;EDUCACIÓN CONTINUADA PROYECTOS;21/05/2026;LIBROS ;1.404.000,00
1000023401;Aquí no hay reglas: Netflix y la cultura;;marzo;COP; Compra libros impresos para Biblioteca relacionado en Acta 002 2026 Proveedor Revistas Tecnicas Contacto Daniel Restrepo Montoy;BIBLIOTECA;24/03/2026;LIBROS ;1.765.475,00
1000023411;GASTO DE REPRESENTACION;GASTOS DE REPRESENTACION;marzo;COP; GASTO DE REPRESENTACION/ GRUPO PROMO CONCILIACION TC;CONSULTORIA PRIVADA;24/03/2026;ALIMENTACION Y REF;220.520,00
1000023412;Sándwich;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; EVENTO: ACREDITACIÓN DOCTORADOS FECHA: 26 DE MARZO DE 2026 PERSONA A CARGO: JUAN CARLOS RENTERÍA;FACULTAD DE ADMINISTRACION;25/03/2026;ALIMENTACION Y REF;704.000,00
1000023369;Stand Doble No 34;ALQUILER STAND - CARPAS;marzo;COP; COMPRA STAND - PARTICIPACIÓN VANGUARDIA EVENTO: FERIA EDUCATIVA CAMPUS 2026 20, 21 y 22 de mayo PROVEEDOR: GALVIS RAMÍREZ Y C;PREGRADO;13/04/2026;ARRENDAMIEN Y ALQU;9.758.000,00
1000023431;AFORO Y DECORACION AUDITORIO;OTROS SERVICIOS;marzo;COP; AFORO Y DECORACION EVENTO KZEMOS TERCERA TEMOORADA. PORVEEDOR WD PRODUCCIONES;GESTIÓN COMERCIAL EVENTOS EXTERNOS;13/04/2026;ARRENDAMIEN Y ALQU;2.135.098,00
1300003121;PASAJES TERRESTRES FABIAN 26 AL 27 MARZO;PASAJES TERRESTRES;marzo;COP; NOMBRE DEL PROFESOR:FABIAN GERARDO DIAZ CC 80871890 FECHA IDA Y REGRESO: 26 DE MARZO DE 2026 AL 27 DE MARZO DE 2026 CIUDAD: POP;FACULTAD DE ADMINISTRACION;24/03/2026;VIAJES;425.000,00
1000023430;APOYO EVENTO;SERVICIOS PARA EVENTOS;marzo;COP; SOLICITUD DE PERSONAL DE LOGISTICA PARA EVENTO KCEMOS. SEGUNDA TENPORADA                 PROVEEDOR ADVANTAGE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;30/03/2026;SERVICIOS PROFESIO;2.831.010,00
1000023432;PUNTO DE REGISTRO;SERVICIOS PARA EVENTOS;marzo;COP; Servicio de auto registro con lectura de cédulas o QR EVENTO EMBJADA DE CANADA. PROVEDOR KPULUS;GESTIÓN COMERCIAL EVENTOS EXTERNOS;24/03/2026;SERVICIOS PROFESIO;1.381.590,00
1000023397;DESMONTE Y REUBICACIÓN PUESTOS INTERNAL;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;marzo;COP; DESMONTE Y REINSTALACIÓN DE PUESTOS DE TRABAJO Y PUNTOS ELÉCTRICOS OFICINA INTERNACIONALIZACIÓN VALOR: $1'337.239;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;06/04/2026;SRV MTTO INFRAESTR;1.337.238,00
1000023398;ADECUACION HIDROSANITARIA LAB FLUIDOS;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;marzo;COP; ADECUACIONES HIDROSANITARIAS LABORATORIO MECÁNICA DE FLUIDOS - PROVEEDOR: RCA JUSTIFICACIÓN SELECCIÓN DE PROVEEDOR -  VALOR:;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;06/04/2026;SRV MTTO INFRAESTR;6.186.780,00
1000023413;PROTOTIPO SUPER MOVIL SILLAS ORIGENES;MANTENIMIENTO MUEBLES Y ENSERES;marzo;COP; SERVICIO DE FABRICACION E INSTALACION DE PROTOTIPO SUPERFICIO MOVIL DE SILLAS AUDITORIO ORIGENES, PROVEEDOR: INMAGRAN, VALOR: $;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/03/2026;SRV MTTO INFRAESTR;296.310,00
1000023414;SUMI E INST SEÑALIZACION PISOS E ICONOS;SERVICIO ACCESORIOS Y ELEMEN DECORATIVOS;marzo;COP; SERVICIO SUMINISTRO E INSTALACION DE NUMERO PISOS E ICONOS BAÑOS, PROVEEDOR: KATODE, VALOR: $2.094.019, CASO:77479;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;27/03/2026;SRV MTTO INFRAESTR;2.094.019,00
1000023207;Silla para piano vertical;;marzo;COP; SOLICITUD DE CASOS  Actividad:   Silla para piano vertical  Descripción:   Compra de silla para piano vertical que será usada;BIENESTAR UNIVERSITARIO;25/03/2026;ACTIVOS Y/O EQUIPO;395.900,00
1000023402;TRANSPORTES;PASAJES TERRESTRES;marzo;COP;  Solicitud viáticos y transporte Reunión Comfaboy;DIRECCIÓN DE EXTENSIÓN COMERCIAL;07/04/2026;TRANSPORTE ;1.260.000,00
1000023423;SERVICIO AMBULANCIA;PASAJES TERRESTRES;marzo;COP; EVENTO: Cubrimiento ambulancia evento 25, 26 y 27 de marzo EMPRESA: COOMEVA MOVIL: 404 PLACA: NFU695 NOMBRE: SOLANGE CORREAL -;FACULTAD DE ADMINISTRACION;25/03/2026;TRANSPORTE ;1.877.568,00
1000023399;RETAPIZADO SOFÁ;MANTENIMIENTO MUEBLES Y ENSERES;marzo;COP; RETAPIZADO SOFÁ GERENCIA DE PERSONAS Y CULTURA - PROVEEDOR: INMAGRAM - VALOR: $1.892.100;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;20/04/2026;MUEBLES Y ENSERES ;1.892.100,00
1000023170;BRANDING EAN A TU LADO;IMPRESOS PUBLICACIONES;marzo;COP; BRANDING EAN TU LADO CENEFAS DINTEL: Dimensiones: 44.5 m x 1,12 m. Impresión digital sobre vinilo adhesivo laminado mate. Inst;PREGRADO;24/03/2026;IMPRESOS ;6.074.518,00
1000023415;Gluconacetobacter xylinus;;marzo;USD; Caso mesa de servicios:77517. Compra de Gluconacetobacter xylinus en el marco del semillero de investigación Ciencias Básicas;DIRECCIÓN DE INVESTIGACIONES;25/03/2026;ELEM. LABORATORIO ;442
1000023421;SUSCRIPCION HEYGEN - FEBRERO Y MARZO;SUSCRIPCIONES;marzo;USD; SUSCRIPCION HEYGEN FEBRERO Y MARZO PAGO POR TARJETA DE CREDITO;GESTIÓN JURÍDICA, LEGAL Y PROTECCIÓN DE DATOS PERSONALES;30/03/2026;LICENCIAS Y SUBSCR;58
1000023422;JUZTINA FEBRERO Y MARZO;SUSCRIPCIONES;marzo;USD; SUSCRIPCIÓN JUZTINA FEBRERO Y MARZO PAGO POR TC;GESTIÓN JURÍDICA, LEGAL Y PROTECCIÓN DE DATOS PERSONALES;30/03/2026;LICENCIAS Y SUBSCR;120
1000023433;RENOVACION FIGMA 2026;LICENCIAS Y SOFTWARE;marzo;USD; RENOVACION FIGMA 2026 Supervisor: Diego Rivera Proveedor: Figma Valor de la compra: USD 768 Exento de IVA Vigencia: 23 May 2026;SISTEMAS DE INFORMACIÓN;17/04/2026;LICENCIAS Y SUBSCR;768
1000023435;utiles VAF;;marzo;COP;;VICERRECTORÍA ADMINISTRATIVA Y FINANCIERA;25/03/2026;PAPELERÍA ;884.647,00
1000023438;LEGALIZACION PAGO OPEN IA;LICENCIAS Y SOFTWARE;marzo;USD; LEGALIZACION PAGO OPEN IA ENERO - VALOR USD $1.635 IVA INCUIDO - SUPERVISOR: HENRY DIAZ - FORMA DE PAGO: TARJETA DE CREDITO;EXPERIENCIA DE USUARIO;31/03/2026;LICENCIAS Y SUBSCR;1.635,00
1300003112;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;marzo;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE BECAS POR COLOMBIA ARMENIA  EDGAR ARTURO GONZALEZ MONGUI - CC. 1018420260 - BP 100;GERENCIA DE PROYECCIÓN Y CRECIMIENTO;26/03/2026;VIAJES;595.000,00
1300003113;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;marzo;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE ARMENIA - BECAS POR COLOMBIA  MARIA FERNANDA ROZO CORREA - CC. 35419791 - 10000470;GERENCIA DE PROYECCIÓN Y CRECIMIENTO;26/03/2026;VIAJES;270.000,00
1300003114;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;marzo;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE ARMENIA - BECAS POR COLOMBIA  YASMIN GALVIS ARDILA - CC. 37896859 - BP: 1000084578;GERENCIA DE PROYECCIÓN Y CRECIMIENTO;26/03/2026;VIAJES;270.000,00
1300003115;RESERVA AAGNVFD;PASAJES AEREOS;marzo;COP; VUELOS VIAJE ARMENIA - BECAS POR COLOMBIA FECHA: 26 MARZO ZEPPELIN RESERVA: AAGNVFD;GERENCIA DE PROYECCIÓN Y CRECIMIENTO;08/04/2026;VIAJES;1.638.936,00
1300003116;HOSPEDAJE EDGAR GONZALEZ;ALOJAMIENTO;marzo;COP; RESERVA HOTEL DANN CARLTON BUCARAMANGA  No de reserva 3227134 Huesped EDGAR ARTURO GONZALEZ MONGUI Fecha IN Jueves, 12 de Marzo;NUEVOS MERCADOS;31/03/2026;VIAJES;353.430,00
1300003122;Pasajes Terrestres Danny Losada;PASAJES TERRESTRES;marzo;COP; Gastos de viaje Danny Mauricio Losada Franco Bogotá 24 - 25 de marzo Consultoría Minera Cobre;CONSULTORÍA ESPECIALIZADA;26/03/2026;VIAJES;240.000,00
1300003123;VIAJE DE JUAN WONG;INGRESOS TERCEROS;marzo;COP; VIAJE DE JUAN WONG POR TALLER GRUPO IMPACTA SAS EL 6 DE ABRIL DEL 2026;EAN IMPACTA;08/04/2026;VIAJES;1.448.332,00
1000023436;Letras 3D Bienestar Unviersitario B.U;PROMOCION DIVULGACION;marzo;COP;" SOLICITUD DE CASOS Actividad: Compra de letras BU 3D Descripción:  Compra de 2 letras en 3D que conforman la palabra ""B.U."" pa";BIENESTAR UNIVERSITARIO;25/03/2026;SERVICIOS PROFESIO;1.249.500,00
1000023437;Tropezones para zonas BU;PROMOCION DIVULGACION;marzo;COP; SOLICITUD DE CASOS Actividad: Compra de Tropezones para zonas BU Descripción:  Compra de cinco tropezones para las zonas BU co;BIENESTAR UNIVERSITARIO;25/03/2026;SERVICIOS PROFESIO;2.142.000,00
1000023426;CUADERNO PEQUEÑO MERCHANDISING;;marzo;COP; COMPRA CUADERNOS MERCHANDISING GERENCIA CANTIDAD 2373 PROVEEDOR BYMN BP 1000336686;POSGRADO;27/03/2026;PUBLIC – MATER POP;24.008.250,00
1000023427;CUADERNO PEQUEÑO MERCHANDISING;;marzo;COP; COMPRA CUADERNOS MERCHANDISING GERENCIA CANTIDAD 727 PROVEEDOR BYMN BP 1000336686;GESTIÓN DE COMUNICACIONES Y PUBLICIDAD;26/03/2026;PUBLIC – MATER POP;24.008.250,00
1000023425;FACTURA SERVIENTREA Nro. Febrero;CORREO, PORTES Y TELEGRAMAS;marzo;COP;;GESTIÓN DOCUMENTAL;23/04/2026;TRANSPORTE ;121.557,00
1000023452;Taller DM - Bogotá -  Chía;PASAJES TERRESTRES;marzo;COP; Bogotá, 24 Marzo 2026 Señores UNIVERSIDADEAN MAURICIOAVILASANCHEZ Cordial Saludo. Dando respuesta a su solicitud y agradecien;CONTRATACIÓN PÚBLICA;06/04/2026;TRANSPORTE ;600.000,00
1000023453;Taller DM - Bogotá - Fusagasugá;PASAJES TERRESTRES;marzo;COP; Bogotá, 25 Marzo 2026 Señores UNIVERSIDADEAN MAURICIOAVILASANCHEZ Cordial Saludo. Dando respuesta a su solicitud y agradecien;CONTRATACIÓN PÚBLICA;06/04/2026;TRANSPORTE ;760.000,00
1000023440;Alimentación reunión general Gerencia Es;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; Alimentación reunión general Gerencia Estratégica1;OFICINA DE PROYECTOS PMO;31/03/2026;ALIMENTACION Y REF;1.340.745,00
1000023460;DESAYUNO;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; DESAYUNO EDUCACION CONTINUA;PREGRADO;27/03/2026;ALIMENTACION Y REF;1.579.725,00
1000023461;REFRIGERIO;GASTOS DE REPRESENTACION;marzo;COP; REFRIGERIO;CONSULTORIA PRIVADA;31/03/2026;ALIMENTACION Y REF;420.400,00
1000023424;Conciliación TC 5117;AVISOS Y PROPAGANDA;marzo;COP; Conciliación TC 5117 que estuvo en préstamo de EanX.;EAN X PROYECTOS;30/03/2026;LICENCIAS Y SUBSCR;1.382.891,00
1300003039;ALOJAMIENTO RODRIGUEZ 06 AL 08 MARZO;ALOJAMIENTO;marzo;COP; NOMBRE DEL PROFESOR: RODRIGUEZ BENAVIDES CARLOS EDUARDO CC: 80087985 UNIDAD DE ESTUDIO: POP ELEC III COSTOS Y PRESUP MBAS M2G1;FACULTAD DE ADMINISTRACION;27/03/2026;VIAJES;376.000,00
1300003107;PASAJES TERRESTRES BARRANQUILLA;PASAJES TERRESTRES;marzo;COP; VIATICOS ANDRES OTALORA ACOMPAÑAMIENTO BARRANQUILLA BECAS POR COLOMBIA 6/04/2026;RECTORÍA;26/03/2026;VIAJES;285.000,00
1300003108;PASAJES TERRESTRES VILLACENCIO;PASAJES TERRESTRES;marzo;COP; VIATICOS ANDRES OTALORA VILLAVICENCIA BECAS POR COLOMBIA 8/04/2026;RECTORÍA;26/03/2026;VIAJES;285.000,00
1300003117;Transporte terrestre Silvio Lopez;PASAJES TERRESTRES;marzo;COP; Gastos de viaje Silvio Lopez Barrantes Medellin Reunión Mineros;GERENCIA DE PROYECCIÓN Y CRECIMIENTO;26/03/2026;VIAJES;240.000,00
1300003132;COMPRA TIQUETE NACIONAL BOGSJE;INGRESOS TERCEROS;marzo;COP; TIQUETE NACIONAL BOGSJE 20/02/2026. ANA KATHERINE DIAZ DURAN.;DIRECCIÓN DE INVESTIGACIONES;27/03/2026;VIAJES;653.450,00
1300003133;COMPRA TIQUETE NACIONAL SJEBOG.;INGRESOS TERCEROS;marzo;COP; TIQUETE NACIONAL SJEBOG. ANA KATHERINE DIAZ DURAN.;DIRECCIÓN DE INVESTIGACIONES;27/03/2026;VIAJES;318.445,00
1300003134;ALOJAMIENTO - ANA KATHERINE DIAZ DURAN;INGRESOS TERCEROS;marzo;COP; HOTEL NACIONAL SJESJE ALOJAMIENTO AEROPUERTO SAN JOSE DEL GUAVIARE ,26/2/2026-28/2/2026. ANA KATHERINE DIAZ DURAN.;DIRECCIÓN DE INVESTIGACIONES;27/03/2026;VIAJES;461.060,00
1000023403;AUDIOVISUAL;SERVICIOS PARA EVENTOS;marzo;COP; SOLICITUD DE SERVICIO DE PERSONAL AUDIOVISUAL Y EQUIPO AUDIOVISUAL PARA EVENTO KZEMOS TERCERA TEMPORADA. PROVEEDOR NEXTPRO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;31/03/2026;SERVICIOS PROFESIO;1.844.500,00
1000023404;APOYO EVENTO;SERVICIOS PARA EVENTOS;marzo;COP; SOLICITUD DE PERSONAL DE LOGISTICA PARA EVENTO KCEMOS. TERCERA TENPORADA                 PROVEEDOR ADVANTAGE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;30/03/2026;SERVICIOS PROFESIO;2.831.010,00
1000023428;Empaste de 20 libros;DIGITALIZACION Y EMPASTE;marzo;COP; Solicitud de empaste (20 libros para empaste) y refilado (300 libros para refilado) con proveedor Encuadernación Proveedor: Mo;BIBLIOTECA;10/04/2026;SERVICIOS PROFESIO;1.570.800,00
1000023439;Suministro e instalación Juego de Bot;MANTENIMIENTO MAQUINARIA Y EQUIPO;marzo;COP; SOLICITUD DE CASOS Actividad: Mantenimiento correctivo  para bicicletas spinning Descripción: Suministro e instalación Juego;BIENESTAR UNIVERSITARIO;27/03/2026;SERVICIOS PROFESIO;2.082.500,00
1000023450;SERVICIO TECNICO GENERAL DE;MANTENIMIENTO MAQUINARIA Y EQUIPO;marzo;COP; SOLICITUD DE CASOS Actividad: Mantenimiento preventivo para bicicletas spinning Descripción: Servicio Técnico General De Diag;BIENESTAR UNIVERSITARIO;27/03/2026;SERVICIOS PROFESIO;719.712,00
1000023407;BOLSAS DE CAFE;GASTOS DE REPRESENTACION;marzo;COP; café molido de especialidad calificación SCA 84.5 CALIDAD EXPORTACIÓN, en presentación de DRIP de 12 gramos, empacado en bo;CONSULTORIA PRIVADA;27/03/2026;INSTITUCIONALES ;337.500,00
1000023416;BUZOS PARA EQUIPO DE BIENESTAR CULTURA;;marzo;COP; SOLICITUD DE CASOS Actividad:  Chaquetas de cultura B.U Descripción:  Compra de 20 Las Chaquetas de Cultura B.U. son prendas i;BIENESTAR UNIVERSITARIO;27/03/2026;DOTACIÓN Y ELEM. D;1.951.600,00
1000023406;REFRIGERIOS SED 1;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; formalmente informo la gestión del pedido correspondiente a la adquisición de 150 refrigerios destinados al Programa Plan de;FORMACIÓN A LA MEDIDA;27/03/2026;ALIMENTACION Y REF;2.400.000,00
1000023409;Barra de sodas;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; SOLICITUD DE SERVICIO DE BEBIDAS ENEVTO TERCERA TEMPORADA KZEMOS PROVEEDOR GRUPO PROMO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;31/03/2026;ALIMENTACION Y REF;174.960,00
1000023442;SHOT DE ESPOJNADO CON FRUTA;SERVICIO MESERO;marzo;COP; SERVICIO DE CATERIN PARA EL 10 DE ABRIL  Fecha: 10 de abril Persona que recibe: Felipe Caballero Número de contacto: 310741519;GERENCIA IES;07/04/2026;ALIMENTACION Y REF;1.236.070,00
1000023455;EXCEDENTE EVENTO BUCARAMANGA;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;marzo;COP; CLUB CAMPESTRE BUCARAMANGA CONCILIACION TC;REGIONES;26/03/2026;ALIMENTACION Y REF;98.306,00
1000023408;HERRAMIENTAS Y ACCESORIOS;;marzo;COP; SUMINISTRO DE 4 LÁMPARAS PARA PROYECTOR EPSON ELPLP97 PARA REPUESTO Y MANTENIMIENTO. PRO: SERVITRONIC - $2.722.720;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;07/04/2026;MATERIALES REPUEST;2.722.720,00
1000023417;Bonos Alkosto;PROMOCION DIVULGACION;marzo;COP; 0768350 Bonos Alkosto/GIFTCARD $ 100.000 100 $ 10.000.000 EXC $ 0 $ 10.000.000;DIRECCIÓN DE EXPERIENCIA ESTUDIANTIL;22/04/2026;BONOS ;20.000.000,00
1000023443;Bonos;PROMOCION DIVULGACION;marzo;COP; Bonos Alkosto:  1 0768350 Bonos Alkosto/GIFTCARD $ 100.000 50 $ 5.000.000 EXC $ 0 $ 5.000.000 2 0768350 Bonos Alkosto/GIFTCARD;PERMANENCIA ESTUDIANTIL;22/04/2026;BONOS ;20.000.000,00
1000023448;PAGO ANTICIPO RUP;TRAMITES LICENCIAS;marzo;COP; pago de la Renovación del Registro Único de Proponentes (RUP). ANTICIPO;DIRECCIÓN DE EXTENSIÓN COMERCIAL;08/04/2026;LICENCIAS Y SUBSCR;831.000,00
1000023444;TIQUETE GERENTE GENERAL ARGENTINA;PASAJES AEREOS;marzo;COP; participación Gerente General, Lorena Piñeiro en Summit 2026:Red de Universidades de Excelencia UADE/UEAN/USIL,  en la ciudad;GERENCIA GENERAL;27/03/2026;VIAJES;5.570.386,00
1000023445;TIQUETE MIEMBRO SALA GENERAL HERNANDO SA;PASAJES AEREOS;marzo;COP; SEGUN FACTURA FECZ75500 TIQUETES LONDRA COMISION INDIA MIEMBRO SALA GENERAL HERNANDO JOSE SALAZAR;SALA GENERAL;27/03/2026;VIAJES;47.223.063,00
1000023446;TIQUETE MIEMBRO SALA GENERAL HERNANDO SA;PASAJES AEREOS;marzo;COP; SEGUN FACTURA FECZ75498 TIQUETE LONDRES-BOGOTA, COMISION INDIA, MIEMBRO SALA GENERAL HERNANDO JOSE SALAZAR.;SALA GENERAL;27/03/2026;VIAJES;17.583.428,00
1000023447;TIQUETE MIEMBRO SALA GENERAL HERNANDO SA;PASAJES AEREOS;marzo;COP; SEGUN FACTURA FECZ75719 TIQUETE INDIA MIEMBRO SALA GENERAL HERNANDO JOSE SALAZAR COMISION INDIA;SALA GENERAL;27/03/2026;VIAJES;2.724.965,00
1000023454;cambio tiquete cartagena Vice;PASAJES AEREOS;marzo;COP;;VICERRECTORÍA ADMINISTRATIVA Y FINANCIERA;26/03/2026;VIAJES;549.970,00
1300003118;ALOJAMIENTO RODRIGUEZ 06 AL 08 MARZO;ALOJAMIENTO;marzo;COP; NOMBRE DEL PROFESOR: RODRIGUEZ BENAVIDES CARLOS EDUARDO CC: 80087985 UNIDAD DE ESTUDIO: POP ELEC III COSTOS Y PRESUP MBAS M2G1;FACULTAD DE ADMINISTRACION;16/04/2026;VIAJES;376.000,00
1000023405;VIDEOGRAFA Y FOTOGRAFA PARA PROMO & DIVU;PROMOCION DIVULGACION;marzo;COP; SE REALIZA LA CONTRATACIÓN DE LORENA ARIAS PARA EL CUBRIMIENTO DE 5 EVENTOS PARA IMPACTA DISEÑADOS PARA LA PROMOCIÓN Y DIVUL;GERENCIA IES;10/04/2026;SERVICIOS PROFESIO;6.000.000,00
1000023456;Residuos orgánicos febrero 2026;TRANSPORTE FLETES ACARREOS;marzo;COP; Recolección y transporte de 3530 kg de residuos orgánicos generados en la Universidad durante el mes de febrero 2026.;GESTIÓN DE CALIDAD Y DE LOS PROCESOS;31/03/2026;SERVICIOS PROFESIO;625.902,00
1000023457;Convalidación financiera;ESTUDIO DE SEGURIDAD;marzo;COP;;SELECCIÓN DEL TALENTO Y CALIDAD DE VIDA;27/03/2026;SERVICIOS PROFESIO;2.512.566,00
1000023449;ADECUACIÓN PUESTOS IMPACTA;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;marzo;COP; ADECUACIÓN DE PUESTOS DE TRABAJO Y PUNTOS ELÉCTRICOS OFICINA DE IMPACTA. PROVEEDOR: SIETE - VALOR:$3'548.040;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;15/04/2026;SRV MTTO INFRAESTR;3.548.039,00
1000023458;CARPA 8X18 IMP HANGAR CON COSTADOS;ALQUILER MUEBLES ENSERES;marzo;COP; SOLICITUD DE CARPA PARA EVENTO EMBAJADA DE CANADA. PROVEEDOR MOLDO;GESTIÓN COMERCIAL EVENTOS EXTERNOS;08/04/2026;MUEBLES Y ENSERES ;4.546.393,00
1000023459;SUPERBONDER 5GR;;marzo;COP; Caso Mesa de Ayuda 77050 Proveedor Soluciones Rusineke SAS NIT 900655654 BP 1000169394 Compra de Materiales;UNIDAD DE DESARROLLO;06/04/2026;ELEM. FERRETERIA C;606.603,00
1300003109;HOSPEDAJE MARIA DEL PILAR;ALOJAMIENTO;marzo;COP; HOSPEDAJE VIAJE POPAYÁN 9 AL 13 MARZO - MARIA DEL PILAR PATIÑO PROVEEDOR: HOTEL EL RECUERDO;NUEVOS MERCADOS;31/03/2026;VIAJES;751.999,00
1300003140;Gastos de viaje - Alejandro Borrero;PASAJES TERRESTRES;marzo;COP; Gastos de viaje Alejandro Borrero Bogotá;CONSULTORÍA ESPECIALIZADA;06/04/2026;VIAJES;130.000,00
